MLSAreaMajor,Stories,ViewYN,NewConstructionYN,Levels,PoolPrivateYN,BuyerOfficeAOR,GarageSpaces,LotSizeAcres,LotSizeSquareFeet,LotSizeArea,BuyerOfficeName,BuyerAgentFirstName,BuyerAgentMlsId,StreetNumberNumeric,UnparsedAddress,City,YearBuilt,FireplaceYN,BuyerAgentLastName,LivingArea,Latitude,Longitude,BuyerAgentAOR,BathroomsTotalInteger,ClosePrice,CloseDate,PropertyType,MlsStatus,ParkingTotal,PropertySubType,CountyOrParish,BedroomsTotal,StateOrProvince,PurchaseContractDate,ContractStatusChangeDate,PostalCode
Unknown,1.0,False,False,MultiSplit,False,ContraCosta,1.0,0.02,871.0,871.0,Compass,Lucia,BMLS-159503217,3017.0,Unknown,Vallejo,1981.0,False,Blanco,1095.0,38.12315102,-122.22378884,Oakland,2.0,310000.0,2025-05-06,Residential,Closed,1.0,Condominium,Solano,2.0,CA,2025-04-02,2025-05-06,94591
222 - Idyllwild,2.0,False,False,Two,False,CaliforniaDesert,0.0,0.3,13068.0,13068.0,Idyllwild Realty,Ashley,CDAR-d85956,54315.0,54315 Pine Crest Avenue,Idyllwild,1991.0,False,Stewart,1309.0,33.746448,-116.713662,CaliforniaDesert,2.0,429000.0,2025-05-14,Residential,Closed,0.0,SingleFamilyResidence,Riverside,3.0,CA,2025-03-14,2025-05-14,92549
NPMO - Nipomo,2.0,False,False,Two,False,PismoCoast,2.0,0.0922,4016.0,4016.0,"eXp Realty of California, Inc.",Amanda,pi01410368,180.0,180 W Price Street,Nipomo,2007.0,False,Barber,1597.0,35.040308,-120.476368,PismoCoast,3.0,665000.0,2025-05-16,Residential,Closed,2.0,SingleFamilyResidence,San Luis Obispo,3.0,CA,2025-04-12,2025-05-16,93444
92127 - Rancho Bernardo,2.0,False,False,Two,False,NorthSanDiegoCounty,2.0,0.17,7405.0,7207.0,Luxury Coast Grp Barry Estates,Nicole,108287,7684.0,7684 Sonata Lane,San Diego,2003.0,False,Anderson,3038.0,32.99237,-117.16015325,SanDiego,4.0,2210000.0,2025-05-15,Residential,Closed,2.0,SingleFamilyResidence,San Diego,4.0,CA,2025-03-28,2025-05-15,92127
CAN1 - Canyon Country 1,1.0,False,False,One,False,Southland,2.0,0.0849,3698.0,3698.0,RE/MAX of Santa Clarita,Jimi Lynn,F210008261,20100.0,20100 Northcliff Drive,Canyon Country,1999.0,False,Guillou,1482.0,34.429907,-118.486704,Southland,2.0,339000.0,2025-05-22,Residential,Closed,2.0,SingleFamilyResidence,Los Angeles,3.0,CA,2025-04-23,2025-05-22,91351
LAC - Lancaster,1.0,False,False,One,False,OutOfAreaBoard,2.0,0.1653,7200.0,7200.0,Real Broker,Luz,CLW-C143278,621.0,621 W Avenue J10,Lancaster,1957.0,False,Bernal,1168.0,34.68085,-118.141681,Southland,2.0,365000.0,2025-05-23,Residential,Closed,2.0,SingleFamilyResidence,Los Angeles,3.0,CA,2025-04-15,2025-05-23,93534
614 - Covina,1.0,False,False,One,False,RanchoSoutheast,2.0,0.2388,10401.0,10401.0,Diamond Real Estate 1,Maria,RGONZCON,3612.0,3612 N Calmgrove Avenue N,Covina,1959.0,False,Gonzales,1630.0,34.081553,-117.865903,CitrusValley,3.0,1000000.0,2025-05-01,Residential,Closed,2.0,SingleFamilyResidence,Los Angeles,3.0,CA,2025-03-16,2025-05-01,91724
77 - Anaheim Hills,2.0,False,False,Two,False,PacificWest,2.0,0.1263,5500.0,5500.0,eXp Realty of California Inc,William,PLENOWIL,1200.0,1200 N Allwood Circle,Anaheim Hills,1975.0,False,Lenocker,1711.0,33.873077,-117.760825,OrangeCounty,3.0,1005000.0,2025-05-21,Residential,Closed,2.0,SingleFamilyResidence,Orange,3.0,CA,2025-04-21,2025-05-21,92807
TAFT - Taft,1.0,False,False,One,False,Mrmls,0.0,0.13,5663.0,5663.0,NONMEMBER MRML,General,NONMEMBER,126.0,126 Maricopa Place,Taft,1950.0,False,NONMEMBER,536.0,35.133769,-119.463469,MercedCounty,1.0,80000.0,2025-05-16,Residential,Closed,0.0,SingleFamilyResidence,Kern,1.0,CA,2025-05-02,2025-05-16,93268
MRBY - Morro Bay,1.0,False,False,One,False,SanLuisObispoCoastal,6.0,0.7094,30900.0,30900.0,Comet Realty,Janice,SP0600201,465.0,465 Chorro Creek Road,Morro Bay,1957.0,False,Crooks,2188.0,35.359763,-120.812489,SanLuisObispoCoastal,3.0,1345000.0,2025-05-01,Residential,Closed,6.0,SingleFamilyResidence,San Luis Obispo,4.0,CA,2025-03-31,2025-05-01,93442
175 - Peninsula Center,1.0,False,False,One,False,Southland,2.0,1.449,63119.0,63119.0,Trinity Real Estate Services,HeJung,F176569103,627.0,627 Deep Valley Drive P605,Palos Verdes Peninsula,2018.0,False,Hong,1374.0,33.770385,-118.372174,SouthBay,2.0,1040000.0,2025-05-06,Residential,Closed,2.0,Condominium,Los Angeles,2.0,CA,2025-04-15,2025-05-06,90274
651 - Rosemead/S. San Gabriel,1.0,False,False,One,False,WestSanGabrielValley,0.0,0.17,7405.0,7207.0,"High Ten Partners, Inc.",ROSA,W72627,3026.0,3026 N Bartlett Avenue 24,Rosemead,1965.0,False,REYES,800.0,34.062412,-118.079048,Downey,1.0,79000.0,2025-05-13,ManufacturedInPark,Closed,0.0,Unknown,Los Angeles,2.0,CA,2025-04-08,2025-05-13,91770
92009 - Carlsbad,2.0,False,False,Two,False,SanDiego,2.0,0.17,7405.0,7207.0,RE/MAX Connections,Brian,SAND-622607,7602.0,7602 Nueva Castilla Way,Carlsbad,1990.0,False,Reifeiss,2204.0,33.08656473,-117.2537016,SanDiego,2.0,4500.0,2025-05-01,ResidentialLease,Closed,4.0,SingleFamilyResidence,San Diego,3.0,CA,2025-04-09,2025-05-01,92009
251 - Jurupa Valley,1.0,False,False,One,False,TheInlandGateway,2.0,0.36,15682.0,15682.0,Realty ONE Group West,Jesse,Igmartije,10240.0,10240 56th Street,Jurupa Valley,1989.0,False,Martinez,1360.0,33.985737,-117.507227,TheInlandGateway,2.0,680000.0,2025-05-28,Residential,Closed,2.0,SingleFamilyResidence,Riverside,3.0,CA,2025-03-30,2025-05-28,91752
222 - Idyllwild,2.0,False,False,Two,False,CaliforniaDesert,0.0,0.32,13939.0,13939.0,Idyllwild Realty,Larry,CDAR-D29199,24775.0,24775 Upper Rim Rock Road,Idyllwild,1995.0,False,Bischof,1600.0,33.761212,-116.697889,PalmSprings,3.0,745000.0,2025-05-16,Residential,Closed,4.0,SingleFamilyResidence,Riverside,3.0,CA,2025-05-09,2025-05-16,92549
RK - Paramount South of Somerset,2.0,False,False,Two,False,OrangeCounty,2.0,0.0257,1119.0,1119.0,"Crest Realty Group, Inc",David,OCBITTDAV,7021.0,7021 Alondra Boulevard 15,Paramount,1980.0,False,Bittner,1180.0,33.889637,-118.176856,Southland,2.0,545000.0,2025-05-09,Residential,Closed,2.0,Townhouse,Los Angeles,2.0,CA,2025-04-07,2025-05-09,90723
Unknown,1.0,False,False,One,False,MercedCounty,1.0,0.0775,3375.0,3375.0,Re/max Executive,Beth,mcchribe,167.0,167 W 14th Street,Merced,1981.0,False,Christensen,1063.0,37.296469,-120.480109,MercedCounty,2.0,285000.0,2025-05-01,Residential,Closed,1.0,SingleFamilyResidence,Merced,3.0,CA,2025-03-20,2025-05-01,95340
C5 - East Costa Mesa,1.0,False,False,"One,Two",False,Newport,3.0,0.1798,7830.0,7830.0,VALIA Properties,Steven,U10909,390.0,390 Esther Street,Costa Mesa,1961.0,False,Sergi,2530.0,33.638724,-117.904541,Newport,4.0,2900000.0,2025-05-15,Residential,Closed,6.0,SingleFamilyResidence,Orange,5.0,CA,2025-05-01,2025-05-15,92627
ESEN - Esencia,2.0,False,False,Two,False,OrangeCounty,2.0,5.4287,236473.0,236473.0,Regency Real Estate Brokers,Lien,OCLIENDOB,124.0,124 Patria,Rancho Mission Viejo,2015.0,False,Do,1675.0,33.533295,-117.599389,OrangeCounty,3.0,950000.0,2025-05-30,Residential,Closed,2.0,Townhouse,Orange,3.0,CA,2025-04-04,2025-05-30,92694
WOFH - Wofford Heights,1.0,False,False,One,False,PismoCoast,0.0,0.17,7405.0,7207.0,Watson Realty ERA,Kathleen,PI01395061,3017.0,Unknown,Wofford Heights,1979.0,False,Rivera,660.0,35.706896,-118.456197,PismoCoast,1.0,12000.0,2025-05-09,ManufacturedInPark,Closed,1.0,Unknown,Kern,1.0,CA,2025-04-24,2025-05-09,93285
92107 - Ocean Beach,2.0,False,False,Two,False,SanDiego,1.0,0.17,7405.0,7207.0,Diane Sullivan Realty,Diane,SAND-630025,1566.0,1566 Santa Barbara Street,San Diego,1975.0,False,Sullivan,2010.0,32.73500037,-117.24566745,SanDiego,3.0,7800.0,2025-05-29,ResidentialLease,Closed,4.0,SingleFamilyResidence,San Diego,4.0,CA,2025-05-21,2025-05-29,92107
92064 - Poway,1.0,False,False,One,False,SanDiego,3.0,0.17,7405.0,7207.0,The Roby Company,Keith,SAND-612471,15120.0,15120 Larchmont St,Poway,2025.0,False,Roby,3501.0,32.98752441,-117.05307884,SanDiego,4.0,2375000.0,2025-05-02,Residential,Closed,7.0,SingleFamilyResidence,San Diego,4.0,CA,2025-04-16,2025-05-02,92064
PAC - Pacoima,1.0,False,False,One,False,Southland,0.0,0.1407,6127.0,6127.0,BLVD ESTATE PROPERTIES,Veronica,sr163046093,10556.0,10556 El Dorado Avenue,Pacoima,1977.0,False,Cervasio,350.0,34.262296,-118.420591,Southland,1.0,1650.0,2025-05-28,ResidentialLease,Closed,0.0,SingleFamilyResidence,Los Angeles,1.0,CA,2025-05-28,2025-05-28,91331
Unknown,1.0,False,False,Unknown,False,Mlslistings,0.0,0.0341,1484.0,1484.0,Christie's International Real Estate Sereno,Sam,CCBE-MLL5091768,1220.0,1220 Tasman Dr,Sunnyvale,1979.0,False,Makhoul,1580.0,37.401299,-121.987604,BayEast,2.0,300000.0,2025-05-01,ManufacturedInPark,Closed,3.0,Unknown,Santa Clara,2.0,CA,2025-03-20,2025-05-01,94089
688 - Rancho Cucamonga,1.0,False,False,MultiSplit,False,TheInlandGateway,2.0,0.0293,1277.0,1277.0,"PONCE & PONCE REALTY, INC",AMBER,EVZEPEAMB,9646.0,9646 Nova Place,Rancho Cucamonga,2020.0,False,ZEPEDA,1277.0,34.079088,-117.56543,TheInlandGateway,3.0,534900.0,2025-05-09,Residential,Closed,2.0,Condominium,San Bernardino,2.0,CA,2025-04-03,2025-05-09,91730
605 - Arcadia,1.0,False,False,ThreeOrMore,False,Mrmls,2.0,0.17,7405.0,7207.0,None MRML,NONE,none,4341.0,4341 Maple Lane,Arcadia,2022.0,False,NONE,1789.0,34.111418,-118.008276,TriCounties,4.0,4900.0,2025-05-01,ResidentialLease,Closed,2.0,Townhouse,Los Angeles,3.0,CA,2025-05-01,2025-05-01,91006
259 - Moreno Valley,2.0,False,False,Two,False,InlandValleys,2.0,0.11,4792.0,4792.0,Beechwood Realty,TONY,IRUELANT,13577.0,13577 Red Mahogany Drive,Moreno Valley,1986.0,False,RUELAS,1526.0,33.923858,-117.219196,PacificWest,3.0,443000.0,2025-05-01,Residential,Closed,2.0,SingleFamilyResidence,Riverside,3.0,CA,2025-04-11,2025-05-01,92553
SRCAR - Southwest Riverside County,1.0,False,False,One,False,SouthwestRiversideCounty,2.0,0.17,7405.0,7405.0,Real Estate Quest,Denyse,SWREASDEN,26412.0,26412 Spaniel Lane,Menifee,1985.0,False,Reasinger,1449.0,33.72844,-117.19922,SouthwestRiversideCounty,2.0,395000.0,2025-05-28,Residential,Closed,2.0,SingleFamilyResidence,Riverside,3.0,CA,2025-04-28,2025-05-28,92586
CAN2 - Canyon Country 2,1.0,False,False,One,False,Southland,2.0,0.1734,7554.0,7554.0,American Real Estate Experts,Andy,SR207060007,29938.0,29938 Grandifloras Road,Canyon Country,1991.0,False,Aguilar,1767.0,34.449976,-118.394429,Southland,2.0,720000.0,2025-05-06,Residential,Closed,2.0,SingleFamilyResidence,Los Angeles,3.0,CA,2025-03-22,2025-05-06,91387
313 - La Quinta South of HWY 111,1.0,False,False,Unknown,False,CaliforniaDesert,3.0,0.42,18295.0,18295.0,Compass,Brian,CDAR-d84759,50415.0,50415 ViA Serenidad,La Quinta,2003.0,False,Fountain,4024.0,33.681895000000004,-116.273985,CaliforniaDesert,4.0,1900000.0,2025-05-09,Residential,Closed,6.0,SingleFamilyResidence,Riverside,4.0,CA,2025-03-21,2025-05-09,92253
92069 - San Marcos,2.0,False,False,Two,False,NorthSanDiegoCounty,3.0,0.1776,7737.0,7737.0,Real Broker,Sheree,109705,121.0,121 Montessa Way,San Marcos,2018.0,False,Rodriguez,3017.0,33.15397211,-117.16234740000002,SanDiego,4.0,1480000.0,2025-05-15,Residential,Closed,6.0,SingleFamilyResidence,San Diego,5.0,CA,2025-04-02,2025-05-15,92069
SRCAR - Southwest Riverside County,1.0,False,False,One,False,CitrusValley,3.0,0.17,7405.0,7405.0,REALTY MASTERS & ASSOCIATES,Francisco,C23901,36787.0,36787 Cottonwood Street,Winchester,2004.0,False,Ortiz,2774.0,33.586499,-117.107301,SouthwestRiversideCounty,3.0,690000.0,2025-05-27,Residential,Closed,6.0,SingleFamilyResidence,Riverside,3.0,CA,2025-04-24,2025-05-27,92596
CP - Canoga Park,1.0,False,False,One,False,Southland,0.0,3.8654,168376.0,168376.0,"Citadel Ventures, Inc.",Eric,F210001853,7150.0,7150 Carlson Circle 76,Canoga Park,1976.0,False,Bordo,868.0,34.200326000000004,-118.611997,PacificWest,1.0,419000.0,2025-05-05,Residential,Closed,0.0,Condominium,Los Angeles,2.0,CA,2025-03-21,2025-05-05,91303
OTO - Old Towne Orange,2.0,False,False,Two,False,Mrmls,1.0,0.023,1000.0,1000.0,None MRML,NONE,none,1323.0,1323 #B W. Palmyra,Orange,1948.0,False,NONE,920.0,33.78414,-117.866465,TriCounties,2.0,2800.0,2025-05-01,ResidentialLease,Closed,1.0,Apartment,Orange,2.0,CA,2025-05-01,2025-05-01,92868
PLM - Palmdale,1.0,False,False,One,False,RanchoSoutheast,2.0,0.5007,21810.0,21810.0,Golden Feather Investments Inc,Eyvonne,RSMOJIEYV,16454.0,16454 Rawhide Avenue,Palmdale,1986.0,False,Mojica,1402.0,34.597726,-117.837873,CitrusValley,2.0,400000.0,2025-05-23,Residential,Closed,2.0,SingleFamilyResidence,Los Angeles,3.0,CA,2025-03-05,2025-05-23,93591
WLA - West Los Angeles,1.0,False,False,One,False,Claw,2.0,0.3444,15000.0,15000.0,Shaheen Moarefi,Shaheen,CLW-X84792,1212.0,1212 Mcclellan 101,Los Angeles,1979.0,False,Moarefi,1100.0,34.041893,-118.469292,Claw,2.0,3895.0,2025-05-01,ResidentialLease,Closed,2.0,Condominium,Los Angeles,2.0,CA,2025-05-01,2025-05-01,90025
NBS - Newberry Springs,1.0,False,False,One,False,HighDesert,2.0,4.7,204732.0,204732.0,Coldwell Banker Home Source,Ann Marie,HD17666,34224.0,34224 Newberry Road,Newberry Springs,1962.0,False,Hammond,1120.0,34.874994,-116.663794,HighDesert,3.0,275000.0,2025-05-22,Residential,Closed,2.0,SingleFamilyResidence,San Bernardino,3.0,CA,2025-03-23,2025-05-22,92365
WLA - West Los Angeles,1.0,False,False,One,False,Claw,2.0,0.2729,11887.0,11887.0,Shaheen Moarefi,Shaheen,CLW-X84792,1417.0,1417 Butler Avenue 204,Los Angeles,2008.0,False,Moarefi,1500.0,34.047737,-118.454277,Claw,3.0,4595.0,2025-05-23,ResidentialLease,Closed,2.0,Condominium,Los Angeles,3.0,CA,2025-05-23,2025-05-23,90025
OR - Ortega/Orange County,2.0,False,False,Two,False,Mrmls,3.0,0.2996,13051.0,13051.0,NONMEMBER MRML,Debi,NONMEMBER,31951.0,31951 Via Granada,San Juan Capistrano,2015.0,False,Larsen,4399.0,33.492832,-117.62085,OrangeCounty,7.0,14500.0,2025-05-22,ResidentialLease,Closed,3.0,SingleFamilyResidence,Orange,5.0,CA,2025-05-22,2025-05-22,92675
SVE - East Simi,2.0,False,False,Two,False,Claw,2.0,0.7141,31105.0,31105.0,Jo-Ann Asiru,Jo-Ann,CLW-C128303,6512.0,6512 Canyon Oaks Drive,Simi Valley,2023.0,False,Asiru,4282.0,34.280588,-118.66163799999998,Southland,6.0,1729000.0,2025-05-15,Residential,Closed,2.0,SingleFamilyResidence,Ventura,5.0,CA,2025-05-01,2025-05-15,93063
SRCAR - Southwest Riverside County,1.0,False,False,One,False,Mrmls,2.0,2.57,111949.0,111949.0,None MRML,NONE,NONE,42982.0,42982 De Luz Road,Murrieta,2003.0,False,NONE,2200.0,33.527669,-117.209368,SouthwestRiversideCounty,2.0,1221075.0,2025-05-08,Residential,Closed,22.0,SingleFamilyResidence,Riverside,2.0,CA,2025-03-12,2025-05-08,92562
69 - Santa Ana South of First,1.0,False,False,One,False,InlandValleys,1.0,0.1446,6300.0,6300.0,1 Vision Real Estate,ANA,IVAGUIANA,932.0,932 W Cubbon Street,Santa Ana,1955.0,False,AGUIRRE,1200.0,33.735073,-117.877807,PacificWest,2.0,810000.0,2025-05-01,Residential,Closed,1.0,SingleFamilyResidence,Orange,3.0,CA,2025-04-08,2025-05-01,92703
699 - Not Defined,1.0,False,False,One,False,Newport,3.0,0.2459,10710.0,10710.0,Pacific Sotheby's Int'l Realty,Jon,U10312,2018.0,2018 Tahuna,Corona Del Mar,1991.0,False,Flagg,4445.0,33.604121,-117.879535,Newport,6.0,16000.0,2025-05-06,ResidentialLease,Closed,3.0,SingleFamilyResidence,Orange,4.0,CA,2025-04-26,2025-05-06,92625
C16 - Mid Los Angeles,2.0,False,False,Two,False,Claw,2.0,0.1553,6764.0,6764.0,Happy Haus Inc.,Koeun,CLW-C101105,1677.0,1677 W 24th Street,Los Angeles,1906.0,False,Hwang,2529.0,34.0348,-118.299716,Claw,1.0,2700.0,2025-05-10,ResidentialLease,Closed,2.0,Condominium,Los Angeles,3.0,CA,,2025-05-10,90007
699 - Not Defined,1.0,False,False,One,False,InlandValleys,2.0,0.21,9148.0,9148.0,OUT OF AREA,OUT OF,IRECP,81185.0,81185 Paludosa Drive,Indio,2004.0,False,AREA,2106.0,33.734096,-116.249601,CaliforniaDesert,3.0,770000.0,2025-05-12,Residential,Closed,4.0,SingleFamilyResidence,Riverside,4.0,CA,2025-05-07,2025-05-12,92201
92121 - Sorrento,2.0,False,False,Two,False,NorthSanDiegoCounty,3.0,0.1148,5000.0,5000.0,Willis Allen Real Estate,Paul,107512,5489.0,5489 Panoramic Lane,San Diego,1995.0,False,Fan,2178.0,32.912647,-117.196831,NorthSanDiegoCounty,3.0,1350000.0,2025-05-14,Residential,Closed,3.0,SingleFamilyResidence,San Diego,4.0,CA,2025-04-29,2025-05-14,92121
"4 - Downtown Area, Alamitos Beach",1.0,False,False,One,False,PacificWest,2.0,0.5747,25033.0,25033.0,Coldwell Banker Realty,Miki,PWPSINMIKI,1230.0,1230 E Ocean Boulevard 101,Long Beach,1985.0,False,Singer,1290.0,33.765107,-118.176624,PacificWest,2.0,995000.0,2025-05-08,Residential,Closed,2.0,Condominium,Los Angeles,2.0,CA,2025-04-02,2025-05-08,90802
309 - Indio North of East Valley,1.0,False,False,One,False,CaliforniaDesert,4.0,0.27,11761.0,11761.0,Compass,Jessica,CDAR-d85856,37895.0,37895 Kennet Street,Indio,2006.0,False,McAnallen,2500.0,33.773832,-116.26666000000002,CaliforniaDesert,3.0,775000.0,2025-05-01,Residential,Closed,8.0,SingleFamilyResidence,Riverside,4.0,CA,2025-04-10,2025-05-01,92203
LW - Laguna Woods,1.0,False,False,One,False,OrangeCounty,0.0,7.9365,345714.0,345714.0,"HomeSmart, Evergreen Realty",Kevin,OCPOLLKEV,3023.0,3023 Calle Sonora A,Laguna Woods,1971.0,False,Pollock,953.0,33.611704,-117.732624,SouthwestRiversideCounty,2.0,400000.0,2025-05-27,Residential,Closed,1.0,Condominium,Orange,2.0,CA,2025-04-25,2025-05-27,92637
LW - Laguna Woods,1.0,False,False,One,False,OrangeCounty,1.0,0.0275,1200.0,1200.0,"HomeSmart, Evergreen Realty",Trace,ocdonatra,107.0,107 Via Estrada P,Laguna Woods,1965.0,False,Donaldson,1040.0,33.603492,-117.709087,OrangeCounty,2.0,2575.0,2025-05-17,ResidentialLease,Closed,2.0,StockCooperative,Orange,2.0,CA,2025-04-09,2025-05-17,92637
340 - Desert Hot Springs,1.0,False,False,Unknown,False,PalmSprings,2.0,0.47,20473.0,20473.0,Non Member Office,GPS Non,CDAR-9999,13163.0,13163 Palm Drive,Desert Hot Springs,1979.0,False,Member,1580.0,33.952933,-116.501754,CaliforniaDesert,0.0,800000.0,2025-05-16,CommercialSale,Closed,0.0,Unknown,Riverside,3.0,CA,2025-04-28,2025-05-16,92240
NBPK - Newbury Park,1.0,False,False,One,False,Conejo,0.0,0.0574,2500.0,2500.0,The ONE Luxury Properties,Michael Ryan,VCR-C159092551,662.0,662 Gerst Drive,Newbury Park,2023.0,False,Wharton,800.0,34.187842,-118.946642,Conejo,2.0,2800.0,2025-05-01,ResidentialLease,Closed,1.0,SingleFamilyResidence,Ventura,2.0,CA,2025-04-23,2025-05-01,91320
92116 - Normal Heights,1.0,False,False,One,False,SanDiego,2.0,0.1542,6717.0,6717.0,Coldwell Banker West,Christine,SAND-649883,4710.0,4710 Mansfield St,San Diego,1925.0,False,Golemb,1580.0,32.76377633,-117.11865168,SanDiego,0.0,1425618.0,2025-05-19,ResidentialIncome,Closed,0.0,Unknown,San Diego,3.0,CA,2025-04-01,2025-05-19,92116
FBN - Fort Bragg North,2.0,False,False,Two,False,CoastalMendocino,0.0,0.36,15681.6,0.36,"Luxe Places International Realty, Mendocino Coast Branch",Mary,cmmarymc,1250.0,1250 N Main Street,Fort Bragg,1930.0,False,Chamberlin,900.0,39.466758,-123.80375,CoastalMendocino,2.0,315000.0,2025-05-19,Residential,Closed,0.0,SingleFamilyResidence,Mendocino,1.0,CA,2025-04-13,2025-05-19,95437
687 - Pomona,1.0,False,False,One,False,TriCounties,1.0,7.1243,310335.0,310335.0,Century 21 Masters,Yolla,H167093,3641.0,3641 Legato Court,Pomona,1988.0,False,Zogheib,930.0,34.042755,-117.797919,TheInlandGateway,2.0,458000.0,2025-05-13,Residential,Closed,1.0,Condominium,Los Angeles,2.0,CA,2025-04-10,2025-05-13,91766
BSTW - Barstow,1.0,False,False,One,False,TheInlandGateway,2.0,0.1377,6000.0,6000.0,RE/MAX FREEDOM,FRANCISCO,EVNAVAFRA,510.0,510 Kathleen Drive,Barstow,1952.0,False,NAVARRO FUENTES,1080.0,34.894334,-117.014229,TheInlandGateway,1.0,210000.0,2025-05-02,Residential,Closed,2.0,SingleFamilyResidence,San Bernardino,3.0,CA,2025-03-21,2025-05-02,92311
HSP - Hesperia,1.0,False,False,One,False,CitrusValley,2.0,0.4798,20900.0,20900.0,PAK HOME REALTY,Rocio,C30728,7811.0,7811 Bangor Avenue,Hesperia,1988.0,False,Bencomo,1853.0,34.392607,-117.293309,CitrusValley,2.0,460000.0,2025-05-19,Residential,Closed,2.0,SingleFamilyResidence,San Bernardino,3.0,CA,2025-05-09,2025-05-19,92345
Unknown,2.0,False,False,Two,False,Mrmls,0.0,0.2093,9117.0,9117.0,NONMEMBER MRML,General,NONMEMBER,1912.0,1912 Shadowbrook Drive,Merced,1982.0,False,NONMEMBER,1580.0,37.309516,-120.502026,MercedCounty,2.0,680000.0,2025-05-05,ResidentialIncome,Closed,0.0,Quadruplex,Merced,3.0,CA,2025-03-04,2025-05-05,95348
C14 - Santa Monica,1.0,False,False,"ThreeOrMore,MultiSplit",False,OutOfAreaBoard,2.0,0.2722,11856.0,11856.0,Palm Realty Boutique Inc.,Raaj,CLW-C143772,1055.0,1055 19th Street 2,Santa Monica,1980.0,False,Shankla,2129.0,34.032432,-118.48573799999998,BeverlyHillsGreaterLa,3.0,1725000.0,2025-05-09,Residential,Closed,2.0,Condominium,Los Angeles,3.0,CA,2025-04-09,2025-05-09,90403
313 - La Quinta South of HWY 111,1.0,False,False,Unknown,False,CaliforniaDesert,4.0,0.4,17424.0,17424.0,Caffery Capital,Joseph,CDAR-D81033,53.0,53 442 Via Dona,La Quinta,2006.0,False,Caffery,4201.0,33.660453000000004,-116.252719,CaliforniaDesert,5.0,4295000.0,2025-05-19,Residential,Closed,6.0,SingleFamilyResidence,Riverside,4.0,CA,2025-04-23,2025-05-19,92253
92037 - La Jolla,1.0,False,False,One,False,SanDiego,2.0,0.17,7405.0,7207.0,Redfin Corporation,Heather,SAND-672475,8840.0,8840 Villa La Jolla Dr 103,La Jolla,1981.0,False,Daley,1243.0,32.86932138,-117.23541377,SanDiego,2.0,930000.0,2025-05-05,Residential,Closed,2.0,Condominium,San Diego,2.0,CA,2025-04-04,2025-05-05,92037
92056 - Oceanside,1.0,False,False,ThreeOrMore,False,SanDiego,2.0,0.17,7405.0,7207.0,"LPT Realty,Inc",Cameron,SAND-692445,1576.0,1576 Fig Tree Way,Oceanside,2022.0,False,Harrington,1725.0,33.22087306,-117.2615453,SanDiego,4.0,762500.0,2025-05-22,Residential,Closed,2.0,Townhouse,San Diego,3.0,CA,2025-04-21,2025-05-22,92056
SRCAR - Southwest Riverside County,1.0,False,False,One,False,WestSanGabrielValley,2.0,0.12,5227.0,5227.0,"High Ten Partners, Inc.",JOSE,W76376,2699.0,2699 Alegre Avenue,Hemet,1989.0,False,RODRIGUEZ,1429.0,33.760239,-117.000004,CitrusValley,2.0,364000.0,2025-05-15,Residential,Closed,2.0,SingleFamilyResidence,Riverside,2.0,CA,2025-04-22,2025-05-15,92545
252 - Riverside,2.0,False,False,Two,False,Downey,2.0,0.39,16988.0,16988.0,Century 21 Allstars,Tony,YPEDRTON,11203.0,11203 Arlington Avenue,Riverside,1959.0,False,Pedroza,3578.0,33.948509,-117.505802,CitrusValley,3.0,879000.0,2025-05-02,Residential,Closed,2.0,SingleFamilyResidence,Riverside,5.0,CA,2025-04-11,2025-05-02,92505
699 - Not Defined,1.0,False,False,One,False,Downey,0.0,0.1,4356.0,4356.0,RE/MAX Dynasty,Mike,DWCUEMIK,32940.0,32940 Bonnie Lea Drive,Lake Elsinore,1947.0,False,Cuevas,710.0,33.657125,-117.372308,Downey,1.0,370000.0,2025-05-28,Residential,Closed,0.0,SingleFamilyResidence,Riverside,2.0,CA,2025-03-11,2025-05-28,92530
92084 - Vista,1.0,False,False,One,False,NorthSanDiegoCounty,0.0,0.5,21780.0,0.5,First Team Real Estate,Jamie,116766,1748.0,1748 Foothill Drive,Vista,1959.0,False,Gilman,1334.0,33.212374,-117.213598,NorthSanDiegoCounty,1.0,696000.0,2025-05-06,Residential,Closed,0.0,SingleFamilyResidence,San Diego,2.0,CA,2025-03-04,2025-05-06,92084
C05 - Westwood - Century City,1.0,False,False,ThreeOrMore,False,OutOfAreaBoard,2.0,0.6204,27024.0,27024.0,Power Brokers,Yigal,CLW-X93856,1944.0,1944 Glendon Avenue 209,Los Angeles,1974.0,False,Hassid,1514.0,34.047793,-118.43333,BeverlyHillsGreaterLa,3.0,810000.0,2025-05-21,Residential,Closed,2.0,Condominium,Los Angeles,2.0,CA,2025-05-05,2025-05-21,90025
C31 - Playa Del Rey,1.0,False,False,MultiSplit,False,BeverlyHillsGreaterLa,2.0,0.0848,3695.0,3695.0,Jesse Weinberg,Jesse,CLW-X63598,229.0,229 Montreal Street,Playa Del Rey,1969.0,False,Weinberg,2722.0,33.958715999999995,-118.447574,BeverlyHillsGreaterLa,4.0,2530000.0,2025-05-05,Residential,Closed,2.0,SingleFamilyResidence,Los Angeles,6.0,CA,2025-04-13,2025-05-05,90293
