BuyerAgentAOR,ViewYN,PoolPrivateYN,CloseDate,ClosePrice,Latitude,Longitude,UnparsedAddress,PropertyType,LivingArea,BuyerOfficeName,BuyerAgentMlsId,BuyerAgentFirstName,BuyerAgentLastName,MLSAreaMajor,CountyOrParish,MlsStatus,ParkingTotal,PropertySubType,LotSizeAcres,BuyerOfficeAOR,YearBuilt,StreetNumberNumeric,BathroomsTotalInteger,City,BedroomsTotal,ContractStatusChangeDate,PurchaseContractDate,StateOrProvince,FireplaceYN,Stories,Levels,LotSizeArea,NewConstructionYN,GarageSpaces,PostalCode,LotSizeSquareFeet
TriCounties,True,False,2025-03-24,660000.0,34.075790999999995,-117.665206,863 W J Street,Residential,1122.0,Realty ONE Group Southwest,HMAMUNDEN,Dennis,Amundson,686 - Ontario,San Bernardino,Closed,2.0,SingleFamilyResidence,0.1606,SouthwestRiversideCounty,1950.0,863.0,1.0,Ontario,3.0,2025-03-24,2025-02-27,CA,True,1.0,One,6996.0,False,2.0,91762,6996.0
Southland,False,False,2025-03-13,430000.0,34.702765,-118.119485,45121 Roberto Court,Residential,1366.0,JohnHart Real Estate,SR207061886,Joseph,Corpeno,LAC - Lancaster,Los Angeles,Closed,2.0,SingleFamilyResidence,0.1544,Southland,1987.0,45121.0,3.0,Lancaster,3.0,2025-03-13,2025-02-13,CA,False,2.0,Two,6725.0,False,2.0,93535,6725.0
PacificWest,False,False,2025-03-31,950000.0,33.838497,-117.812466,4550 E Ardmore Street,Residential,2023.0,Equity Union,SR189002424,Yann,Fard,77 - Anaheim Hills,Orange,Closed,2.0,SingleFamilyResidence,0.0606,Southland,1981.0,4550.0,3.0,Anaheim Hills,3.0,2025-03-31,2025-02-27,CA,True,2.0,Two,2640.0,False,2.0,92807,2640.0
ContraCosta,False,False,2025-03-24,335000.0,37.77096907,-122.20928041,1445 48th Ave,Residential,2096.0,Remy Investment Group,CCBE-159521232,Moses,Abioye,Unknown,Alameda,Closed,0.0,SingleFamilyResidence,0.0656,ContraCosta,1905.0,1445.0,2.0,Oakland,7.0,2025-03-24,2025-01-30,CA,False,1.0,One,2856.0,False,0.0,94601,2856.0
CitrusValley,False,False,2025-03-21,479000.0,34.385047,-117.291951,17041 Fairburn Street,Residential,2105.0,Keller Williams Pacific Estate,PWAVILISA,Lisa,Avitia,HSP - Hesperia,San Bernardino,Closed,2.0,SingleFamilyResidence,0.4362,PacificWest,1988.0,17041.0,2.0,Hesperia,3.0,2025-03-21,2025-02-17,CA,True,1.0,One,19000.0,False,2.0,92345,19000.0
Southland,True,False,2025-03-11,440000.0,34.165924,-117.28761000000002,4096 N Mountain View Avenue,Residential,1066.0,Southland Regional Reciprocal,fout,Outside,Agent,274 - San Bernardino,San Bernardino,Closed,2.0,SingleFamilyResidence,0.1815,Southland,1951.0,4096.0,1.0,San Bernardino,3.0,2025-03-11,2025-01-17,CA,False,1.0,One,7906.0,False,2.0,92407,7906.0
Downey,False,False,2025-03-06,740000.0,33.941051,-118.238049,10413 ANZAC,Residential,1500.0,NONMEMBER MRML,NONMEMBER,General,NONMEMBER,WATT - Watts,Los Angeles,Closed,1.0,SingleFamilyResidence,3200.0,Mrmls,2024.0,10413.0,3.0,Los Angeles,4.0,2025-03-06,2024-12-20,CA,False,2.0,Two,3200.0,True,1.0,90002,139392000.0
InlandValleys,True,False,2025-03-11,750000.0,33.778914,-117.156795,28991 Santa Rosa Road,Residential,1677.0,Midwest Financial,112424,John,Taylor,SRCAR - Southwest Riverside County,Riverside,Closed,2.0,SingleFamilyResidence,0.99,NorthSanDiegoCounty,1979.0,28991.0,2.0,Nuevo,3.0,2025-03-11,2025-01-09,CA,True,1.0,One,43124.0,False,2.0,92567,43124.0
NorthSanDiegoCounty,False,False,2025-03-14,450000.0,37.079383,-120.826443,607 Westminster Way,Residential,1964.0,"Century 21 Select Real Estate, Los Banos",MCSOLIDE,Desiree,Soliz,699 - Not Defined,Merced,Closed,2.0,SingleFamilyResidence,0.1671,MercedCounty,2016.0,607.0,2.0,Los Banos,3.0,2025-03-14,2025-01-17,CA,True,1.0,One,7280.0,False,2.0,93635,7280.0
BeverlyHillsGreaterLa,False,False,2025-03-04,1540000.0,34.015309,-118.321985,3872 Dublin Avenue,Residential,1869.0,"Real Brokerage Technologies, Inc.",SR207072645,Jordan,Smith,PHHT - Park Hills Heights,Los Angeles,Closed,2.0,SingleFamilyResidence,0.1396,Unknown,1938.0,3872.0,2.0,Los Angeles,4.0,2025-03-04,2025-01-30,CA,True,1.0,One,6081.0,False,2.0,90008,6081.0
PacificWest,True,False,2025-03-07,370000.0,34.248132,-117.234884,271 Chipmunk Drive,Residential,1200.0,KELLER WILLIAMS LAKE ARROWHEAD,IGRHILRIT,Rita,Rhilinger,287 - Arrowhead Area,San Bernardino,Closed,3.0,SingleFamilyResidence,0.5207,TheInlandGateway,1963.0,271.0,2.0,Twin Peaks,2.0,2025-03-07,2025-01-07,CA,True,2.0,Two,22680.0,False,0.0,92391,22680.0
CaliforniaDesert,True,False,2025-03-18,285000.0,33.339271999999994,-115.994108,1549 Biddeford Avenue,Residential,1140.0,"Ruben Magana Jr, Broker",CDAR-D28014,Ruben,Magana,381 - Salton Sea - Imperial County,Imperial,Closed,2.0,SingleFamilyResidence,0.2458,CaliforniaDesert,2005.0,1549.0,2.0,Thermal,3.0,2025-03-18,2025-03-07,CA,False,1.0,One,10709.0,False,2.0,92274,10709.0
TheInlandGateway,True,False,2025-03-27,534710.0,33.696572,-117.0926,32690 Crystal Cove Court,Residential,2151.0,NONMEMBER MRML,NONMEMBER,General,NONMEMBER,SRCAR - Southwest Riverside County,Riverside,Closed,2.0,SingleFamilyResidence,0.0612,Mrmls,2024.0,32690.0,3.0,Winchester,4.0,2025-03-27,2025-02-24,CA,False,2.0,Two,2664.0,True,2.0,92596,2664.0
PacificSouthwest,True,False,2025-03-13,825000.0,32.637633,-117.077082,415 Church Avenue,Residential,1854.0,"eXp Realty of California, Inc.",SAND-630418,Voltaire,Lepe,91910 - Chula Vista,San Diego,Closed,6.0,SingleFamilyResidence,0.1354,SanDiego,1929.0,415.0,4.0,Chula Vista,5.0,2025-03-13,2025-01-03,CA,True,1.0,One,5900.0,False,2.0,91910,5900.0
PalmSprings,True,True,2025-03-06,1275000.0,33.717322,-116.388995,45560 Verba Santa Drive,Residential,2129.0,Compass,CLW-53900,Glendon,Nadeau,323 - South Palm Desert,Riverside,Closed,4.0,SingleFamilyResidence,0.25,PalmSprings,1975.0,45560.0,2.0,Palm Desert,3.0,2025-03-06,2025-02-21,CA,True,1.0,One,10890.0,False,2.0,92260,10890.0
SouthwestRiversideCounty,False,False,2025-03-20,668347.0,33.969845,-117.46358,8227 Peachwillow Court,Residential,1880.0,RE/MAX CHAMPIONS,C20476,Lenie,Siahaan,251 - Jurupa Valley,Riverside,Closed,2.0,SingleFamilyResidence,0.0869,CitrusValley,2024.0,8227.0,3.0,Jurupa Valley,4.0,2025-03-20,2025-01-04,CA,False,2.0,Two,3786.0,True,2.0,92509,3786.0
SouthwestRiversideCounty,False,False,2025-03-20,651169.0,33.969739000000004,-117.463163,8228 Peachwillow Court,Residential,1812.0,REAL BROKERAGE TECHNOLOGIES,CV43907,Marie,Keaney,251 - Jurupa Valley,Riverside,Closed,2.0,SingleFamilyResidence,0.0941,CitrusValley,2024.0,8228.0,3.0,Jurupa Valley,4.0,2025-03-20,2025-01-18,CA,False,2.0,Two,4100.0,True,2.0,92509,4100.0
VenturaCoastal,False,True,2025-03-27,890000.0,34.225593,-118.980928,31314 Village 31,Residential,1829.0,Coldwell Banker Realty,v211503127,Rosemary,Allison,VC45 - Mission Oaks,Ventura,Closed,2.0,SingleFamilyResidence,0.06,VenturaCoastal,1980.0,31314.0,2.0,Camarillo,2.0,2025-03-27,2025-02-24,CA,False,1.0,One,2613.0,False,2.0,93012,2613.0
Downey,False,True,2025-03-13,1800000.0,34.084992,-118.342431,752 N Sycamore Avenue,Residential,1600.0,Equity Smart Real Estate Services,CLW-C128313,Rosie,Mazariegos,C20 - Hollywood,Los Angeles,Closed,2.0,SingleFamilyResidence,0.1706,OutOfAreaBoard,1923.0,752.0,2.0,Los Angeles,3.0,2025-03-13,2025-02-14,CA,True,1.0,One,7433.0,False,2.0,90038,7433.0
Mlslistings,True,False,2025-03-15,1369000.0,37.00120082,-121.97181928,4082 Winkle Avenue,Residential,1500.0,Unknown,ML621855,Jennifer,Carter,699 - Not Defined,Santa Cruz,Closed,2.0,SingleFamilyResidence,0.217,Unknown,1964.0,4082.0,2.0,Santa Cruz,3.0,2025-03-15,2025-02-14,CA,True,1.0,Unknown,9453.0,False,2.0,95065,9453.0
Southland,False,False,2025-03-18,575000.0,34.198607,-119.187021,421 G Street,Residential,2082.0,"Ambiance Realty, Inc.",v211508335,Jaime,Herrera,VC31 - Oxnard - Northwest,Ventura,Closed,1.0,SingleFamilyResidence,0.16,VenturaCoastal,1930.0,421.0,2.0,Oxnard,4.0,2025-03-18,2025-03-07,CA,False,1.0,One,6969.0,False,1.0,93030,6969.0
Glendale,False,False,2025-03-06,850000.0,34.28129000000001,-118.40948,12702 Louvre Street,Residential,1667.0,BLVD ESTATE PROPERTIES,SR207062511,Jose,Alajo,PAC - Pacoima,Los Angeles,Closed,6.0,SingleFamilyResidence,0.1722,Southland,1956.0,12702.0,2.0,Pacoima,4.0,2025-03-06,2025-02-04,CA,True,1.0,One,7503.0,False,2.0,91331,7503.0
InlandValleys,False,False,2025-03-18,1035000.0,33.523986,-117.575734,670 Cornelia Way,Residential,1558.0,None MRML,NONE,NONE,NONE,699 - Not Defined,Orange,Closed,2.0,SingleFamilyResidence,0.0464,Mrmls,2024.0,670.0,2.0,Rancho Mission Viejo,2.0,2025-03-18,2025-02-13,CA,False,2.0,Two,2023.0,True,2.0,92694,2023.0
SouthwestRiversideCounty,False,False,2025-03-06,725000.0,33.576587,-117.137884,29870 Adara Lane,Residential,3400.0,Allison James Estates & Homes,SWANDRKYL,Kyle,Andrade,SRCAR - Southwest Riverside County,Riverside,Closed,2.0,SingleFamilyResidence,0.16,SouthwestRiversideCounty,2005.0,29870.0,3.0,Murrieta,4.0,2025-03-06,2025-01-31,CA,True,2.0,Two,6970.0,False,2.0,92563,6970.0
InlandValleys,True,True,2025-03-12,985000.0,33.842841,-116.50775,3573 E CAMINO ROJOS,Residential,2195.0,Keller Williams Pacific Estate,PCUDERHO,Rhonda,Cudeback,332 - Central Palm Springs,Riverside,Closed,2.0,SingleFamilyResidence,0.37,PacificWest,1960.0,3573.0,3.0,Palm Springs,4.0,2025-03-12,2025-02-11,CA,False,1.0,One,16117.0,False,2.0,92262,16117.0
TheInlandGateway,True,False,2025-03-25,400000.0,33.953042,-117.017108,37089 Meadow Brook Way,Residential,2359.0,None MRML,NONE,NONE,NONE,699 - Not Defined,Riverside,Closed,3.0,SingleFamilyResidence,0.13,Mrmls,2004.0,37089.0,3.0,Beaumont,4.0,2025-03-25,2025-02-20,CA,True,2.0,Two,5663.0,False,3.0,92223,5663.0
OrangeCounty,True,False,2025-03-11,880000.0,33.896246999999995,-117.509531,573 Hillsborough Way,Residential,2935.0,New Star Realty & Inv.,hyangyou,Anna,Yang,248 - Corona,Riverside,Closed,3.0,SingleFamilyResidence,0.13,TriCounties,1989.0,573.0,3.0,Corona,5.0,2025-03-11,2025-02-13,CA,True,2.0,Two,5663.0,False,3.0,92879,5663.0
Southland,True,True,2025-03-28,2200000.0,34.166587,-118.242814,909 Cavanagh Road,Residential,2446.0,Markarian Realty,G165112020,Vahe,Saginian,627 - Rossmoyne & Verdu Woodlands,Los Angeles,Closed,2.0,SingleFamilyResidence,0.3141,Glendale,1954.0,909.0,3.0,Glendale,5.0,2025-03-28,2025-02-18,CA,True,2.0,Two,13683.0,False,2.0,91207,13683.0
SanLuisObispoCoastal,True,False,2025-03-03,790000.0,35.39311,-120.607194,22254 F Street,Residential,988.0,Keller Williams Realty Central Coast,PI01920220,Teri,McKay,SMRG - Santa Margarita,San Luis Obispo,Closed,4.0,SingleFamilyResidence,0.1722,PismoCoast,1974.0,22254.0,2.0,Santa Margarita,3.0,2025-03-03,2025-01-13,CA,False,1.0,One,7500.0,False,2.0,93453,7500.0
OrangeCounty,False,True,2025-03-12,2925000.0,33.635254,-117.900196,1518 Priscilla Lane,Residential,2047.0,Arbor Real Estate,U11935,Scott,Singer,N7 - West Bay - Santa Ana Heights,Orange,Closed,4.0,SingleFamilyResidence,0.1654,Newport,1954.0,1518.0,3.0,Newport Beach,3.0,2025-03-12,2025-02-09,CA,True,1.0,One,7205.0,False,2.0,92660,7205.0
Oakland,False,False,2025-03-14,1180000.0,37.71950263,-122.45683876,70 Granada Ave,Residential,1230.0,CENTURY 21 Real Estate Alliance,BMLS-SFR1013043,Yingsha,Miao,Unknown,San Francisco,Closed,1.0,SingleFamilyResidence,0.0645,Unknown,1925.0,70.0,2.0,San Francisco,3.0,2025-03-14,2025-01-25,CA,True,1.0,One,2809.0,False,1.0,94112,2809.0
Newport,True,True,2025-03-12,7450000.0,33.596073,-117.809348,39 Pacific Mist,Residential,5100.0,Luxe Real Estate,OCDAFTPAU,Paul,Daftarian,N26 - Newport Coast,Orange,Closed,2.0,SingleFamilyResidence,0.2163,OrangeCounty,2006.0,39.0,7.0,Newport Coast,6.0,2025-03-12,2025-02-11,CA,True,2.0,Two,9421.0,False,2.0,92657,9421.0
Downey,True,False,2025-03-20,940000.0,33.844823,-117.983295,8591 Hollyoak Street,Residential,2064.0,"Excellence RE Real Estate, Inc.",DWVASALF,Alfredo,Vasquez,699 - Not Defined,Orange,Closed,2.0,SingleFamilyResidence,0.1398,Downey,1955.0,8591.0,2.0,Buena Park,3.0,2025-03-20,2025-01-15,CA,True,1.0,One,6090.0,False,2.0,90620,6090.0
BeverlyHillsGreaterLa,True,True,2025-03-11,2100000.0,34.162004,-118.964403,822 Preakness Place,Residential,4273.0,Carolwood Estates,CLW-C108434,Anna Marie,Simpliciano,NBPK - Newbury Park,Ventura,Closed,4.0,SingleFamilyResidence,0.77,BeverlyHillsGreaterLa,1988.0,822.0,6.0,Newbury Park,4.0,2025-03-11,2025-02-07,CA,True,1.0,MultiSplit,33541.0,False,2.0,91320,33541.0
PacificWest,True,False,2025-03-05,610000.0,34.229947,-116.840023,1750 Angels Camp Road,Residential,1568.0,RE/MAX Big Bear,CDAR-D74775,Bob,Angilella,BBC - Big Bear City,San Bernardino,Closed,0.0,SingleFamilyResidence,0.2267,CaliforniaDesert,1979.0,1750.0,2.0,Big Bear City,3.0,2025-03-05,2025-01-10,CA,True,1.0,One,9877.0,False,0.0,92314,9877.0
PacificSouthwest,True,False,2025-03-11,1000000.0,32.83801091,-116.79688417,865 Midway Drive,Residential,2053.0,Keller Williams Realty,SAND-686068,Charles,Couri,91901 - Alpine,San Diego,Closed,3.0,SingleFamilyResidence,1.75,SanDiego,2005.0,865.0,3.0,Alpine,4.0,2025-03-11,2025-02-04,CA,True,1.0,One,1.75,False,3.0,91901,76230.0
Mlslistings,True,False,2025-03-21,3245000.0,36.55589475,-121.91796925, Santa Fe Street,Residential,1550.0,Carmel Realty Company,ML5088594,Chris,Babalis,699 - Not Defined,Monterey,Closed,6.0,SingleFamilyResidence,0.1377,Mlslistings,1951.0,3865.0,3.0,Carmel,4.0,2025-03-21,2025-02-28,CA,True,1.0,Unknown,6000.0,False,1.0,93921,6000.0
Southland,False,False,2025-03-24,1200000.0,34.433655,-118.546336,23409 Lane Court,Residential,2829.0,RE/MAX of Santa Clarita,F660099057,Neal,Weichel,NBRG - Valencia Northbridge,Los Angeles,Closed,3.0,SingleFamilyResidence,0.136,Southland,1989.0,23409.0,3.0,Valencia,4.0,2025-03-24,2025-01-01,CA,True,2.0,Two,5924.0,False,3.0,91354,5924.0
BayEast,False,False,2025-03-20,900000.0,37.81181371,-122.20623508,2090 WRENN STREET,Residential,2535.0,Premier Agent Network Inc,CCBE-709024532,Jeffrey,Michels,Unknown,Alameda,Closed,2.0,SingleFamilyResidence,0.1693,ContraCosta,1950.0,2090.0,3.0,Oakland,3.0,2025-03-20,2025-03-07,CA,True,1.0,ThreeOrMore,7373.0,False,2.0,94602,7373.0
Mlslistings,False,False,2025-03-21,709500.0,36.86034369,-121.40568258,403 Crane Lane,Residential,1883.0,Keller Williams Realty-Silicon Valley,ML5102479,Virginia,Gonzalez,699 - Not Defined,San Benito,Closed,2.0,SingleFamilyResidence,0.0743,Mlslistings,2019.0,403.0,3.0,Hollister,3.0,2025-03-21,2025-02-08,CA,False,1.0,Unknown,3236.0,False,2.0,95023,3236.0
SouthwestRiversideCounty,True,True,2025-03-10,1665000.0,33.470529,-117.06168999999998,34255 Starpoint Street,Residential,4616.0,Coldwell Banker Realty,TMIZELLO,Lloyd,Mize,SRCAR - Southwest Riverside County,Riverside,Closed,6.0,SingleFamilyResidence,0.59,SouthwestRiversideCounty,2006.0,34255.0,5.0,Temecula,6.0,2025-03-10,2025-01-17,CA,True,2.0,Two,25700.0,False,3.0,92592,25700.0
OutOfAreaBoard,False,False,2025-03-04,631000.0,34.590063,-118.182601,2856 Edgewood Court,Residential,2202.0,Home Ace Realty,SR150575006,Hector,Garcia,PLM - Palmdale,Los Angeles,Closed,3.0,SingleFamilyResidence,0.2875,Southland,1992.0,2856.0,3.0,Palmdale,3.0,2025-03-04,2025-01-30,CA,False,2.0,Two,12525.0,False,3.0,93551,12525.0
SanDiego,False,False,2025-03-10,475000.0,34.41238916,-117.3174031,8893 7th AVE,Residential,1771.0,Century 21 Realty Masters,DWTENBRE,Brenda,Tencle Sanchez,HSP - Hesperia,San Bernardino,Closed,5.0,SingleFamilyResidence,1.0486,Downey,1977.0,8893.0,2.0,Hesperia,3.0,2025-03-10,2025-02-28,CA,True,1.0,One,45678.0,False,0.0,92345,45678.0
InlandValleys,True,False,2025-03-20,700000.0,34.072768,-117.640009,739 E H Street,Residential,1304.0,COMPASS,CV37744,Aaron,Stel,686 - Ontario,San Bernardino,Closed,4.0,SingleFamilyResidence,0.1446,CitrusValley,1925.0,739.0,2.0,Ontario,3.0,2025-03-20,2025-03-01,CA,False,1.0,One,6300.0,False,4.0,91764,6300.0
Southland,True,False,2025-03-19,1200000.0,34.118653,-118.188847,6216 Aldama Street,Residential,1377.0,Douglas Elliman,CLW-C129491,Steven,Moran,632 - Highland Park,Los Angeles,Closed,2.0,SingleFamilyResidence,0.0923,BeverlyHillsGreaterLa,1911.0,6216.0,2.0,Los Angeles,3.0,2025-03-19,2025-02-14,CA,False,1.0,One,4022.0,False,2.0,90042,4022.0
PacificWest,True,False,2025-03-03,1000000.0,33.796269,-118.016404,6665 Vinalhaven,Residential,2301.0,Coldwell Banker Best Realty,PKANJEN,Jennifer,Kang,"57 - Cypress N of Orangewood, S Of Katella",Orange,Closed,2.0,SingleFamilyResidence,0.0643,PacificWest,1975.0,6665.0,4.0,Cypress,3.0,2025-03-03,2025-01-21,CA,True,2.0,Two,2800.0,False,2.0,90630,2800.0
OrangeCounty,True,False,2025-03-25,1400000.0,33.879584,-117.920876,143 Hillcrest Drive,Residential,3266.0,RE/MAX One,OCGEORSAB,Sabrina,George,83 - Fullerton,Orange,Closed,2.0,SingleFamilyResidence,0.1951,OrangeCounty,1952.0,143.0,4.0,Fullerton,5.0,2025-03-25,2025-02-20,CA,True,1.0,One,8500.0,False,2.0,92832,8500.0
ContraCosta,False,False,2025-03-05,950000.0,37.93190078,-121.62128248,8155 Westport Cir,Residential,2899.0,Compass,CCBE-CL337294001,Jaime,Garcia,Unknown,Contra Costa,Closed,3.0,SingleFamilyResidence,0.184,Unknown,2014.0,8155.0,3.0,Discovery Bay,5.0,2025-03-05,2025-02-16,CA,True,2.0,Two,8015.0,False,3.0,94505,8015.0
OrangeCounty,True,False,2025-03-03,665000.0,33.902064,-118.255864,14315 S Keene Avenue,Residential,1393.0,Realty One Group Success,F165101840,Liza,Benjamin,RQ - Compton West of Central,Los Angeles,Closed,1.0,SingleFamilyResidence,0.1191,Southland,1943.0,14315.0,2.0,Compton,4.0,2025-03-03,2025-01-30,CA,False,1.0,One,5186.0,False,0.0,90220,5186.0
InlandValleys,True,False,2025-03-20,480000.0,34.132249,-117.229924,6689 Valaria Drive,Residential,1008.0,EINSTEIN REALTY,IVSHASMI,SHANRA,SMITH,276 - Highland,San Bernardino,Closed,0.0,SingleFamilyResidence,0.1636,InlandValleys,1955.0,6689.0,1.0,Highland,3.0,2025-03-20,2025-02-18,CA,False,1.0,One,7128.0,False,0.0,92346,7128.0
ContraCosta,False,False,2025-03-11,532000.0,37.79947025,-122.2315235,3103 Stuart St,Residential,1144.0,KW Advisors,CCBE-MLL5076654,Ashley,Thornton,Unknown,Alameda,Closed,2.0,SingleFamilyResidence,0.0723,Mlslistings,1924.0,3103.0,1.0,Oakland,3.0,2025-03-11,2025-02-23,CA,True,1.0,One,3150.0,False,2.0,94602,3150.0
Southland,True,True,2025-03-18,970000.0,34.475141,-118.535524,22936 Boxwood Lane,Residential,2379.0,"Las Lomas Realty, Inc.",SBBRENMAR,Marc,Brenneiser,COPN - Copper Hill North,Los Angeles,Closed,2.0,SingleFamilyResidence,0.1567,SouthBay,1999.0,22936.0,3.0,Saugus,4.0,2025-03-18,2025-02-14,CA,True,2.0,Two,6824.0,False,2.0,91390,6824.0
PacificWest,True,False,2025-03-17,1495000.0,33.586585,-117.745955,21 Hollyleaf,Residential,1877.0,Koinos Real Estate Group,SKIMYO4,Young,Kim,AV - Aliso Viejo,Orange,Closed,2.0,SingleFamilyResidence,0.0787,OrangeCounty,1996.0,21.0,3.0,Aliso Viejo,3.0,2025-03-17,2025-02-06,CA,True,2.0,Two,3430.0,False,2.0,92656,3430.0
Glendale,False,False,2025-03-11,873000.0,34.219108,-118.52979,8154 Wynne Avenue,Residential,1184.0,RE/MAX One,F210009991,Reina,Ramirez,RES - Reseda,Los Angeles,Closed,2.0,SingleFamilyResidence,0.1458,Southland,1953.0,8154.0,2.0,Reseda,3.0,2025-03-11,2025-01-31,CA,False,1.0,One,6352.0,False,2.0,91335,6352.0
NorthSanDiegoCounty,True,True,2025-03-20,1402700.0,33.238692,-117.130072,29472 Welk Highland Dr.,Residential,3000.0,HomeSmart Realty West,130149,Odila,Enciso,92026 - Escondido,San Diego,Closed,3.0,SingleFamilyResidence,2.43,NorthSanDiegoCounty,2007.0,29472.0,3.0,Escondido,4.0,2025-03-20,2025-02-20,CA,True,1.0,One,2.43,False,3.0,92026,105850.8
TheInlandGateway,True,False,2025-03-28,950000.0,34.008565999999995,-117.013918,13476 Mesa Terrace Drive,Residential,2401.0,RE/MAX TIME REALTY,C21639,Anibal,Gonzalez,269 - Yucaipa/Calimesa/Oak Glen,San Bernardino,Closed,3.0,SingleFamilyResidence,0.2594,CitrusValley,1996.0,13476.0,3.0,Yucaipa,4.0,2025-03-28,2025-02-10,CA,True,1.0,One,11300.0,False,3.0,92399,11300.0
OrangeCounty,True,False,2025-03-31,540000.0,34.221971,-117.129648,1736 Nob Hill Drive,Residential,1864.0,MOUNTAIN TOP PRODUCERS REALTY,EVHOUCJAM,JAMES,HOUCK,288 - Running Springs,San Bernardino,Closed,2.0,SingleFamilyResidence,0.2755,TheInlandGateway,1980.0,1736.0,2.0,Running Springs,3.0,2025-03-31,2025-02-27,CA,True,2.0,Two,12000.0,False,2.0,92382,12000.0
Laguna,True,False,2025-03-17,2830000.0,33.477483,-117.605222,22 Calle Aveituna,Residential,4706.0,eXp Realty of California Inc,CLW-X80608,Shayna,Coche,TL - Talega,Orange,Closed,3.0,SingleFamilyResidence,0.1764,OutOfAreaBoard,2004.0,22.0,6.0,San Clemente,5.0,2025-03-17,2025-02-13,CA,True,2.0,Two,7684.0,False,3.0,92673,7684.0
Claw,False,False,2025-03-20,757500.0,34.26631,-118.686595,5428 Katherine Street,Residential,1835.0,HomeSmart Evergreen Realty,VCR-C49024,Antonio,Camacho,SVE - East Simi,Ventura,Closed,4.0,SingleFamilyResidence,0.15,Unknown,1964.0,5428.0,2.0,Simi Valley,4.0,2025-03-20,2025-01-18,CA,True,1.0,One,6534.0,False,2.0,93063,6534.0
InlandValleys,True,True,2025-03-03,539900.0,33.804228,-116.467571,33608 Pueblo Trail,Residential,1650.0,New Century Realtors,RSOLIVADE,Adela,Olivares,335 - Cathedral City North,Riverside,Closed,2.0,SingleFamilyResidence,0.19,RanchoSoutheast,2002.0,33608.0,2.0,Cathedral City,4.0,2025-03-03,2025-01-16,CA,True,1.0,One,8276.0,False,2.0,92234,8276.0
LakeCounty,True,False,2025-03-17,185000.0,38.946127,-122.611824,16066 33rd Avenue,Residential,1068.0,Luxe Places International Realty,LCBKing,Bridget,King,699 - Not Defined,Lake,Closed,2.0,SingleFamilyResidence,0.12,LakeCounty,1965.0,16066.0,2.0,Clearlake,3.0,2025-03-17,2025-02-13,CA,True,1.0,One,5227.0,False,2.0,95422,5227.0
OrangeCounty,False,False,2025-03-18,520000.0,34.54524,-118.070604,36537 Copper Lane,Residential,1860.0,Keller Williams South Bay,SADAMLYN,Lynette,Adams,PLM - Palmdale,Los Angeles,Closed,3.0,SingleFamilyResidence,0.2184,SouthBay,1993.0,36537.0,3.0,Palmdale,4.0,2025-03-18,2025-02-10,CA,True,2.0,Two,9514.0,False,3.0,93550,9514.0
CitrusValley,True,False,2025-03-11,392000.0,34.424814000000005,-117.280315,9530 Mango Avenue,Residential,1237.0,RE/MAX TOP PRODUCERS,CV46761,Johana,Medina,HSP - Hesperia,San Bernardino,Closed,2.0,SingleFamilyResidence,0.6887,CitrusValley,1963.0,9530.0,2.0,Hesperia,2.0,2025-03-11,2025-02-07,CA,True,1.0,One,30000.0,False,2.0,92345,30000.0
TheInlandGateway,True,False,2025-03-13,915000.0,33.798821999999994,-117.832194,1950 E Mayfair Avenue,Residential,1031.0,INTERNATIONAL REAL ESTATE SVCS,C32048,Elias,Aguayo,699 - Not Defined,Orange,Closed,2.0,SingleFamilyResidence,0.1309,CitrusValley,1955.0,1950.0,2.0,Orange,3.0,2025-03-13,2025-02-26,CA,False,1.0,One,5700.0,False,2.0,92867,5700.0
Southland,True,False,2025-03-10,255000.0,35.33150399999999,-119.018818,1502 Antonia Way,Residential,1049.0,Park Regency Realty,F207014189,Olga,Senda,BKSF - Bakersfield,Kern,Closed,2.0,SingleFamilyResidence,0.19,Southland,1954.0,1502.0,1.0,Bakersfield,3.0,2025-03-10,2025-02-18,CA,False,1.0,One,8276.0,False,2.0,93304,8276.0
PacificWest,True,False,2025-03-05,910000.0,33.570451,-117.140055,29820 Gardenia Circle,Residential,4050.0,Real Broker,IGSOTOCLA,Claudia,Soto-Rivera,699 - Not Defined,Riverside,Closed,6.0,SingleFamilyResidence,0.14,TheInlandGateway,2001.0,29820.0,5.0,Murrieta,6.0,2025-03-05,2025-02-10,CA,True,1.0,ThreeOrMore,6098.0,False,2.0,92563,6098.0
SanDiego,False,False,2025-03-24,645000.0,33.82184147,-116.43963625,164 Via Milano,Residential,1843.0,OUT OF AREA,C29999,OUT OF,AREA,321 - Rancho Mirage,Riverside,Closed,4.0,SingleFamilyResidence,0.18,CitrusValley,2003.0,164.0,2.0,Rancho Mirage,3.0,2025-03-24,2025-02-20,CA,True,1.0,One,7840.0,False,2.0,92270,7840.0
PacificWest,True,False,2025-03-13,734000.0,33.927839,-117.964485,1691 Pine Drive,Residential,1621.0,NONMEMBER MRML,nonmember,General,NONMEMBER,87 - La Habra,Orange,Closed,2.0,SingleFamilyResidence,0.0436,Mrmls,1977.0,1691.0,3.0,La Habra,3.0,2025-03-13,2025-02-18,CA,True,2.0,Two,1898.0,False,2.0,90631,1898.0
